user_id,genre_name,rec_id,start_ts
d28708a363b58062087293f779256fffa38fdd56c1f79d5e2855dfaa7a04f4e6,reggae,5a173e39-c860-4c52-baf8-fdecccd4705f,1666364081.1059375
d28708a363b58062087293f779256fffa38fdd56c1f79d5e2855dfaa7a04f4e6,electronic,dc449f5d-7bcb-4f74-94de-e6bc33fb0e8f,1666364347.5617142
d28708a363b58062087293f779256fffa38fdd56c1f79d5e2855dfaa7a04f4e6,classical,ecb7fdbf-a762-487e-997f-2dd5d0a5c567,1666365375.5408962
12f2e84ef897c8e32d9919871acbe861b4ac4b5ef261170a1a05b05518b6974b,jazz,0aa027dd-884f-4791-a483-ca34598eb5fe,1666491214.488031
1dbfdf95b6c701b8852fd90799cc45ddba10435d8e9e15af0109fbdd80bb8a85,classical,4b8051c7-77a8-4e6e-a92c-8f4c809c6778,1666679183.9337127
1dbfdf95b6c701b8852fd90799cc45ddba10435d8e9e15af0109fbdd80bb8a85,rnb,964d3302-7f7f-4e96-8e67-d9573eeb7b6b,1666679252.309581
d28708a363b58062087293f779256fffa38fdd56c1f79d5e2855dfaa7a04f4e6,electronic,96fa46d5-cf88-40c2-8b6d-e61dc0763bb9,1666778155.9677982
d28708a363b58062087293f779256fffa38fdd56c1f79d5e2855dfaa7a04f4e6,latin,0cf75c28-a46b-43d5-98cd-194d5f9aff1e,1666789912.1214864
d28708a363b58062087293f779256fffa38fdd56c1f79d5e2855dfaa7a04f4e6,rap,1fed6b23-2c61-463a-9c82-e3f969684c53,1666789960.3555448
d28708a363b58062087293f779256fffa38fdd56c1f79d5e2855dfaa7a04f4e6,rap,60bb2af8-f21e-4d0a-9044-0661d40ac018,1666864149.782086
d28708a363b58062087293f779256fffa38fdd56c1f79d5e2855dfaa7a04f4e6,classical,5bc76c24-de27-4fd5-b5cb-ceec175f6bfe,1666864608.7864003
c90398ac27b0f7ed99d1265d9af1ea5080ed6854110c7d765a3f493faf376931,blues,ddd027ef-a774-4439-914a-aff0eff2a1db,1667156381.8891454
e974cba2faff9330e385a7e3d952bc8c64518a73cfd18e79dc149051e879daa7,reggae,3b3912f4-ad2e-45a8-901d-d38fbe7c4574,1667397018.5532277
9fec2a16349e7b43e89f69d17c563b5a03773019f57de10aa6c362de26598b71,jazz,e10e2d7b-5ad5-4416-ab85-4958115253d3,1667484283.8700545
9fec2a16349e7b43e89f69d17c563b5a03773019f57de10aa6c362de26598b71,electronic,1140dad7-a943-4345-8a95-ba37e8640a9d,1667484394.0558112
ad8a524f8b5e73c5603526c03fc108cf4c97080f5a4b7634056e9713b6ef769f,reggae,2ea7a247-0a60-44ef-a140-2ecfdf1f3d89,1667486083.7972472
7f92924d9e2e65158d5bed40f24e9e54c01d4d68fbf1a5e8c4e942024209aeaf,pop-rock,b4d4bec5-a602-49c7-a79d-33d1278c2997,1667486294.149573
5f9887b16e729ad26bad3c2b4ee9ef27dd1aa975cde4be4c82343dfc72f98027,classical,7928fdd9-840d-4d1f-bd00-5da933fff026,1667498409.5942883
d8581c0b6444ce0db8aada1e44c7f812ff35bbc1eb90531d6989850befb652a5,pop-rock,3298ebff-c47d-46a9-80c2-83654eccd853,1667810494.440291
d8581c0b6444ce0db8aada1e44c7f812ff35bbc1eb90531d6989850befb652a5,pop-rock,c4c81ee1-5b8b-4671-929e-a803a0d5796e,1667810831.547228
021232e9130550d1df9cebb0b1691d55bd271a1ec04b1e7d4749e9e7ef5d6e19,rap,b76e977a-eab8-4dac-b729-96bcde52d9b0,1667812922.305678
37bdc88983cb977b5730a3b21fbc46dd03800ec8008688b2ecf27bcb480b6c97,jazz,9b21a5d4-c831-4ce8-ac4d-1e237abfb02c,1667852613.143863
f6c551606140a1e0216eb1e63d631817555eeabec5e35c0f819be3010b782a22,jazz,1b77bbd0-0c21-469c-8ba6-fd41f678ac96,1667933776.2247174
68967aea50c1f43a44854744204b4d3961360f6ae749735d7350f71d3db46210,pop-rock,739445c9-9100-4913-8c45-525a8209ffb6,1667934350.2835734
68967aea50c1f43a44854744204b4d3961360f6ae749735d7350f71d3db46210,pop-rock,5a30907b-3294-4955-9058-e4bc2febe8ef,1667934514.1124835
03012804e855e985ad7e4d7d03eef3e3625afebc2a4b6bfe7c8460b3b3e608b5,electronic,ad9988c4-faed-428f-82b3-97db08e72e3e,1667935259.3631425
437748f030622a20c00beca48f3b9e4192cf918fa8d27737274ef3d15c19689e,electronic,86e6c1c3-787c-43ad-a470-f55f3a90b70e,1667939211.374499
437748f030622a20c00beca48f3b9e4192cf918fa8d27737274ef3d15c19689e,avant-garde,65862646-5c91-4504-9671-d5e4b1fd960f,1667939627.7612607
437748f030622a20c00beca48f3b9e4192cf918fa8d27737274ef3d15c19689e,folk,e6e8701f-3222-49b6-996e-1bd1100d2c87,1667939677.8117278
68eafc018c4d94711f051a4f6279a5b35943a0b554c50f95e7c28d29fe63a52b,jazz,e888aa68-ac3b-49c1-a4b6-2b36be96d168,1667939711.6129675
2bb0ee284a363087af376ab18de6ab111ef232f83ab40669fda80e5d9f05d662,rap,e1f8ca2b-e956-475d-81be-4d74633d7423,1667940487.4486585
ee3bea3c6700d8f507a6cf69a3e3ec781093ae0d31ec8a956a08e0b026140d4b,rap,014f8e50-ebb9-4db4-8b0b-4a7bef7241e0,1667941163.2927845
18b94e47fd4580e80f2e7ee753196742f9f99690988b99600d8485bc171e723c,classical,88df10d7-1862-4610-a7c6-25b66940317a,1667951186.8532264
18b94e47fd4580e80f2e7ee753196742f9f99690988b99600d8485bc171e723c,classical,0313a281-d108-4be1-8ff3-f49dda523778,1667951244.4360764
ef31715721a9b5a1ef3b6c215c3d7d04bb28b910c7bd913985904836bb9997ed,jazz,92f53eb2-11a5-446a-beb2-abbd4bcc8d23,1667979179.3818648
2ef41e03eea7359470b492771ef78ac792437960561b744f2c2bf6accaca15f6,pop-rock,550a87d7-1f71-45a7-b27d-8473b50fc420,1667986168.244419
d28708a363b58062087293f779256fffa38fdd56c1f79d5e2855dfaa7a04f4e6,reggae,035ad2e7-df96-4987-85c6-8a39236e0e14,1667993359.6400688
3817d9a405254d9e075f6faf86ff7e92dd972a8448205f99fd2ec21482328fde,electronic,f0ee9a93-78f7-428a-bfbd-0e692518b4c9,1668162178.8071358
2ef41e03eea7359470b492771ef78ac792437960561b744f2c2bf6accaca15f6,pop-rock,725fbe81-e975-4bcd-b24d-76d775193730,1668345415.1361268
691a816ea33915150243ad414cfda4f0280086f7dd42d544628746a8048339c6,pop-rock,ab1dbd91-ba76-463a-9a0f-80988547a7dd,1668346743.3313248
9669edaa22316056ba9a454d74738bdef8e30f8fe6fbe02d31101393b6eefa18,country,b9d97c20-3735-4fb3-b4b1-3dd6f721db0e,1668347085.0298543
8392926e1ae697163624c8a090cf69be21e6c3b96f5caea8b08c5fcb829fbe13,pop-rock,ff89f614-66b7-4292-91de-59a95d700a4e,1668347456.1369302
2fc1ca2e1595ec4d6c07559e0de0bb6df15201ab95ee7200d1f0ad6e46e0a0f3,pop-rock,7e34f41c-a408-436d-9b2e-b126c6083b36,1668349014.8538828
2fc1ca2e1595ec4d6c07559e0de0bb6df15201ab95ee7200d1f0ad6e46e0a0f3,rnb,eeb6eb39-1d44-4ffc-93eb-f132969c29e0,1668350555.4553387
674c15058783adbd8cf66c811e8885b68dd9723e330ae8d492c14c2a93bdac91,rnb,2da946a7-be78-4c4a-b346-0f6abd34abd4,1668355647.5744898
6ab7ac3ccac9ee435d6763019e4ddf932e74f0bc20ed5d13918f58361a2bf73d,classical,ba02495d-7a94-4640-b38f-78a4f4bcc7d5,1668362823.763288
6ab7ac3ccac9ee435d6763019e4ddf932e74f0bc20ed5d13918f58361a2bf73d,reggae,b1ccd544-1fa5-406b-a81c-ea5ff7e0738f,1668416288.6463478
139fe82c44eb2ccdc92e6cf99e6ed512414efe88d5b96587533436d2c3b65bb1,blues,04c33e63-d32b-426e-8607-c3320efb0445,1668418308.6922207
ef5892d90c5522ca63c291c8553d377a70104d8559a2827659e38cbbc8d0b174,electronic,4d8551b3-8ca2-432a-8ece-870276b30cb4,1668419199.1964202
7e74c3e072351881bde701e6b5ded657082b4f80f5d1bf3452d74d2de8e34df6,blues,b46c7f8d-fefc-480c-b675-ffcc419de63e,1668419936.7180474
252cab3c8ed8354cf1e126439d9ff7a2132c009bd4d8e7c091180aee1995e62f,jazz,bbc92bf1-53ba-45d7-b3c9-fb29dd591e6c,1668423037.8777933
7168a37151da4adb963f8b79981071575b3e1d56c973c9647ae8cd4d55b323ea,electronic,49ef5fa7-e20a-42ab-9612-3780b99bcc35,1668423077.1502082
e2d9a13b7bec3fcc9f6d8c4bb4b75357e5b13f06a3d41239716bc6f8ed412c0f,classical,ead69a00-1075-463e-8566-5a4b73293ea0,1668439029.8645291
f8a05048192e67c19fb9afa712456b4a600682184d3f49018ad61d52d92ba73c,new-age,c0153606-2eb1-4cfd-ae89-8117d1293bf1,1668444143.181863
9b111a13a64d67a773ba45afdac7191a409fd662371c2a19b6c127bef7cc6820,reggae,a13a8351-daa1-4ec3-b60e-a72c9d4b63da,1668454685.2199297
9b111a13a64d67a773ba45afdac7191a409fd662371c2a19b6c127bef7cc6820,reggae,a7b8a784-f8d8-48d6-b1c1-6f5a1a14d9f8,1668455238.6096835
9b111a13a64d67a773ba45afdac7191a409fd662371c2a19b6c127bef7cc6820,classical,7764225f-49d5-4265-9025-4e3d78538605,1668455254.6535869
9b111a13a64d67a773ba45afdac7191a409fd662371c2a19b6c127bef7cc6820,country,6bacce11-1f5c-4e7c-959d-06607e91a919,1668455319.260177
a79414caeadc0d45f3c5ced08c43e315ab361a9ee9c6ae49058088470a3a6060,country,798325c5-c685-42f1-9c04-fb2b89c19b0c,1668456810.3647304
a79414caeadc0d45f3c5ced08c43e315ab361a9ee9c6ae49058088470a3a6060,country,d710cc42-54a2-4d9f-a08a-a258d08ea974,1668456853.4698725
a79414caeadc0d45f3c5ced08c43e315ab361a9ee9c6ae49058088470a3a6060,country,dd554d74-8f6b-4f52-832f-d577d5213554,1668457169.0889845
2152111cf613aa1265823312e10228041da0416221a3dfc9833f9dcee74783b1,classical,a0145f62-ff58-4471-9ed5-ced6147329b3,1668465582.24603
811dc65452d1be20e073f385ee6f0df18ee97d54f8edc15898b6aca0f40f484a,rap,cee8c8b9-c34e-4f7d-9caa-70dcbfec6907,1668500332.9959106
811dc65452d1be20e073f385ee6f0df18ee97d54f8edc15898b6aca0f40f484a,rnb,dfe44ec8-febb-410b-8f54-025988510466,1668500621.375223
5851c21c9e3bb3518644ee6b6af3c51c20649fa456449fa1a4d19fcd81b83eff,folk,40e99946-a5c1-4201-9fec-3561c35a972a,1668501496.6316512
508580d6e4f48b7c202c93bc3a485a116fb850b65102f5e31126903f24a1cd92,classical,fdc7c9b5-187c-43e1-8084-0537b4fc1877,1668501864.7496426
508580d6e4f48b7c202c93bc3a485a116fb850b65102f5e31126903f24a1cd92,latin,bc029502-d963-4611-a538-73a13ed92192,1668502001.5346973
8392926e1ae697163624c8a090cf69be21e6c3b96f5caea8b08c5fcb829fbe13,rap,2c6500df-cd0b-4a53-9e8d-f37c8f5d1a91,1668517311.5356412
8392926e1ae697163624c8a090cf69be21e6c3b96f5caea8b08c5fcb829fbe13,rap,ee4c8576-32f1-4b22-a015-5c684589c849,1668517326.9059496
b1bd87ca84f7c28cefbfcd0b71246db20045c75b48ad949b71677370c68c72f3,classical,501b01c2-9c63-4762-93b1-5a18e46cca8d,1668522151.4201322
10f93463a20ade38e7c929a10d108123875a992291c71319eb630da153d4bde6,pop-rock,2c45f7b7-9808-43d1-8312-ed6302282abe,1668536008.7317772
dee23052c0f120382f9e262a744db2512c8317c94243eb348b2e663aec7436f1,classical,053735b6-f893-40fe-8c10-a01b2077fbaf,1668588989.7528925
dee23052c0f120382f9e262a744db2512c8317c94243eb348b2e663aec7436f1,classical,77c02f9d-00e6-4f62-8aed-33a6de9add0e,1668589334.6689966
438c164ca327ddc31b540f3e1f5534c2622d079e73514cac14a8537332aa849f,rap,3030243a-ea5a-4f41-9406-e894cf5d5925,1668597757.2681289
6224610dde4826030c4df5011916e31263063648e6438f120a1f23994e184680,electronic,1bc8fd99-bde5-430f-bfba-e31f625dd3e7,1668603049.2685232
65ee203a47c9150d043f3f2775c071a0d7e1d24abb7992ddd28e079e08c1a79e,new-age,2377cdd7-270c-4a4c-af15-02abf8580aef,1668603075.7199855
65ee203a47c9150d043f3f2775c071a0d7e1d24abb7992ddd28e079e08c1a79e,new-age,9eddbf13-1fbf-48cb-85af-921725c136b7,1668603268.8430605
d5e9218e4154b107858c7461b050e589e53b02f91517d2c6e8ca6c2eb1c217f9,classical,28e1bfd6-babd-4bcc-b461-e6d7358c5b32,1668604339.3819966
6df12ddb3b53b809994ce5bba040744306d144508452730c8c5300ad8a57d30a,blues,7737d034-55d3-4be2-84de-ffaddf20a592,1668611503.2105424
9e23958fa39c197c5eb550071ad22210a524aac632c086ff806838fada8be49b,jazz,ae14f428-28ed-441e-8e42-8e1e9df1740d,1668611605.4737277
00c8aae385389f159752b62e58288f9dc0bb7549dabc19d2c159d3b453ca9a6c,reggae,c3d6ccbb-fe4d-4a76-96f8-e887da9a357c,1668613416.0034568
6df12ddb3b53b809994ce5bba040744306d144508452730c8c5300ad8a57d30a,blues,aebf5e15-7eb4-4d9f-b19e-1dbb176fb4c0,1668616670.1734493
dee23052c0f120382f9e262a744db2512c8317c94243eb348b2e663aec7436f1,pop-rock,2e661372-c9da-4b54-803c-2c262343dedb,1668623025.0004902
bfb2461004f052e23d6f82bc116b7ec4f2c507e6f411a0283b9a18bc933a0ec7,rnb,5f412dac-4886-4f28-a6a0-c07b78538309,1668623500.682229
00c8aae385389f159752b62e58288f9dc0bb7549dabc19d2c159d3b453ca9a6c,reggae,081d5d32-f905-48e0-974b-69e7690c7061,1668624547.4260106
6df12ddb3b53b809994ce5bba040744306d144508452730c8c5300ad8a57d30a,blues,11438104-7ca9-45be-b6d0-297f446b6ad0,1668637689.901366
484db6b3bb2f96ba53652ed8237223ae85a1a984f3de3b455ec50c6b81479fdf,reggae,3a96b76a-bd1e-4ae0-b038-f22af095f189,1668678369.703248
a9bc8e9bfd239ea53a2d9eab4fdbbedc703ab7be585d2cf3626d8c9ceda7df35,classical,2828216e-a7d0-46a4-bcd9-10200c6db14d,1668678584.1546774
6c8d3f983a66980e19449d899a47808b804a121e66a3e8decc8bbd056e82901e,jazz,a6be6350-1f78-4a3d-aa06-2f9e297328cc,1668682504.827463
098ce3cc8a3ca71c007f432b580e6f0ba0165062a88f2765df620501ee0bac5f,classical,977bfb6f-6684-4d8f-b2ae-a72d528911bf,1668685310.9850912
6df12ddb3b53b809994ce5bba040744306d144508452730c8c5300ad8a57d30a,blues,e83508a9-eb13-409d-8477-84e3c3b07902,1668693613.4001749
6df12ddb3b53b809994ce5bba040744306d144508452730c8c5300ad8a57d30a,blues,2d430ee9-ae9e-4d05-960b-4c1254069a7e,1668698005.9489098
6df12ddb3b53b809994ce5bba040744306d144508452730c8c5300ad8a57d30a,blues,7acd0c92-e8fb-4cc6-b7bd-b29e0efe7cbb,1668704930.968665
fc8ef674e488a7487a5aff9a162b98f27a52a6636652fd516b48cf23790bdf82,pop-rock,0129dea1-93b8-4b5f-8839-6bbff6300c16,1668707210.758715
a12f83139fe1d776e34be75ff667d0b5644d74ae0cbc35e094acd5e8029240ea,jazz,16adf22e-a455-493e-a556-1f2e1fafaf81,1668712271.732926
d5e9218e4154b107858c7461b050e589e53b02f91517d2c6e8ca6c2eb1c217f9,classical,9d77b7f3-2c35-45d8-ab04-bcd3f89eb006,1668713902.351695
d024eed44522a98881b9e49b1fa0d64c62421411f47c2e6f608ec21eb468e92f,new-age,80f039c9-f95d-4ba6-87df-202c54dbf643,1668714443.5808208
d024eed44522a98881b9e49b1fa0d64c62421411f47c2e6f608ec21eb468e92f,new-age,28b8e52f-273d-41f8-a0e5-3cfdf2080dd7,1668716146.209203
8637baa65e53b964df6936171b613cfa48d055b0372ef363192faf0650c8c0fa,folk,3fca7ee4-8cc4-415e-a481-259166bc9dc2,1668725176.581656
8637baa65e53b964df6936171b613cfa48d055b0372ef363192faf0650c8c0fa,rap,a5820e16-31fa-4880-9d96-916baad51897,1668725371.776929
8637baa65e53b964df6936171b613cfa48d055b0372ef363192faf0650c8c0fa,new-age,627678b3-9685-4564-aa24-64dc23047940,1668725503.994206
fa9a6b818acb7a2110861e5de9dc544f03b441e257bda92f87c8b2df958d1398,jazz,0ac66cfd-a806-4e0b-bfa0-83f75a1260d0,1668725949.1249468
619ff00dd4c0207697ae29813504a2bf274947e72a46e5aaa8599f0fc20ef139,folk,562d9249-f0f1-403f-a591-9591735426df,1668726326.7899697
907e47e4129d9a10a3059d4f8e654691194a70af9fcbc408b937c62112656a1f,classical,04e73ce7-5b4d-4c38-94cd-d219003c1b13,1668732072.354463
755ad5d4ec6b57c2104da88df2e983fe732701704d163a788e2dab3e94c48d5e,electronic,217a6449-176e-42a8-b0ef-a8f902add003,1668733177.380462
907e47e4129d9a10a3059d4f8e654691194a70af9fcbc408b937c62112656a1f,classical,702f6723-2669-4837-a756-4275caf1d61f,1668743476.3518362
d5e9218e4154b107858c7461b050e589e53b02f91517d2c6e8ca6c2eb1c217f9,reggae,572a81e8-5251-4d11-8f5a-9619bc992ce6,1668772919.763321
52d7d624aa9487bd1a3178b36570ecca27e2f39bfe0308402d7cb0babf6f84bb,pop-rock,b5d5b27f-ba51-4997-8c5c-6a98ae980e21,1668860219.2791605
0c813872930654543e5ac7bf15e17159ee1f3f68298513e02d30d0a0d1b5a589,blues,09e04afb-3d9d-4714-9bdd-47151dced4a2,1668953279.7978718
9a56b76ebcc78e6344d0860dc4ba0586fbb59a390c95d3ca4e6c8e79388c7883,reggae,67f5ab2d-f872-4c1d-8ccc-b3a143b43b24,1668976953.375691
